书名,作者,时间,rar下载,txt下载,相关度,介绍
寒烟翠,琼瑶,2011/10/22 1:19,https://xiazai.xqishu.com/rar/寒烟翠.rar,https://xiazai.xqishu.com/txt/寒烟翠.txt,0,暂无
捍卫女英豪,楚昀,2011/10/24 19:42,https://xiazai.xqishu.com/rar/捍卫女英豪.rar,https://xiazai.xqishu.com/txt/捍卫女英豪.txt,0,竟穿越时空见到自己心仪的杜南公爵，
豪门奇谭,岑凯伦,2012/2/22 23:03,https://xiazai.xqishu.com/rar/豪门奇谭.rar,https://xiazai.xqishu.com/txt/豪门奇谭.txt,0,富豪包国富有三个儿子：包之龙、包之信、包之杰。
豪门献妻：恋上契约老公,恋恋清成,2011/10/18 3:29,https://xiazai.xqishu.com/rar/豪门献妻：恋上契约老公.rar,https://xiazai.xqishu.com/txt/豪门献妻：恋上契约老公.txt,0,她苦苦的等待自己长大，
好辩金钗,林淮玉,2015/4/17 6:56,https://xiazai.xqishu.com/rar/好辩金钗.rar,https://xiazai.xqishu.com/txt/好辩金钗.txt,0,暂无
好色女王,梦云,2011/10/24 0:57,https://xiazai.xqishu.com/rar/好色女王.rar,https://xiazai.xqishu.com/txt/好色女王.txt,0,"怎么一巨响后再醒来却置身在一个陌生的环境,"
好想爱你,叶小鱼,2011/10/26 15:36,https://xiazai.xqishu.com/rar/好想爱你.rar,https://xiazai.xqishu.com/txt/好想爱你.txt,0,jar电子书格式
好一个国舅爷,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/好一个国舅爷.rar,https://xiazai.xqishu.com/txt/好一个国舅爷.txt,0,暂无
合家欢,岑凯伦,2012/2/22 23:03,https://xiazai.xqishu.com/rar/合家欢.rar,https://xiazai.xqishu.com/txt/合家欢.txt,0,高太太是高家至高无上、一言九鼎的至尊。
何必太认真,leony,2011/10/24 6:15,https://xiazai.xqishu.com/rar/何必太认真.rar,https://xiazai.xqishu.com/txt/何必太认真.txt,0,我不知道
何处飞花,LOLO,2011/10/22 19:27,https://xiazai.xqishu.com/rar/何处飞花.rar,https://xiazai.xqishu.com/txt/何处飞花.txt,0,暂无
何妨错到底,席绢,2011/10/23 20:30,https://xiazai.xqishu.com/rar/何妨错到底.rar,https://xiazai.xqishu.com/txt/何妨错到底.txt,0,二十五_年_走_?___半_凡心?就只_她?
何露斯之锁——赫拉迪蒂,孙佳,2011/10/23 20:30,https://xiazai.xqishu.com/rar/何露斯之锁——赫拉迪蒂.rar,https://xiazai.xqishu.com/txt/何露斯之锁——赫拉迪蒂.txt,0,类别：奇幻架空
何须浅碧轻红色,王之于水,2011/10/24 6:15,https://xiazai.xqishu.com/rar/何须浅碧轻红色.rar,https://xiazai.xqishu.com/txt/何须浅碧轻红色.txt,0,此文为圆圆与花花夫妇所写~~~好与不好，爱与不爱，只在本人方寸一念。祝两位白头偕老，另外，少在老人面前打情骂俏，刺激到老人神经你们是要赔偿的~~~~~
何以笙箫默,顾漫,2011/10/24 6:15,https://xiazai.xqishu.com/rar/何以笙箫默.rar,https://xiazai.xqishu.com/txt/何以笙箫默.txt,0,后来，我终于知道如何去爱，可惜你，早已远去，消失在人海
和亲公主,鲜橙,2011/10/21 5:05,https://xiazai.xqishu.com/rar/和亲公主.rar,https://xiazai.xqishu.com/txt/和亲公主.txt,0,一个贪财好色的公主，一个就要奔五了的冷酷皇帝夫君，一个比自己还大的刻薄儿子，一个又拽又帅的侠客情人。
和我死去的爱说再见,梦夜的天空,2012/2/22 12:39,https://xiazai.xqishu.com/rar/和我死去的爱说再见.rar,https://xiazai.xqishu.com/txt/和我死去的爱说再见.txt,0,他，爱的可怕；他，爱的猜疑；他，爱的无我；他，爱的消沉。
荷鲁斯之眼,彭薇,2011/10/23 20:30,https://xiazai.xqishu.com/rar/荷鲁斯之眼.rar,https://xiazai.xqishu.com/txt/荷鲁斯之眼.txt,0,类别：奇幻架空
黑暗游戏,紫苍冥,2011/10/23 20:29,https://xiazai.xqishu.com/rar/黑暗游戏.rar,https://xiazai.xqishu.com/txt/黑暗游戏.txt,0,这是一场神祗的黑色游戏，但是我们是不是可以期盼黑暗之后的曙光？
黑帮虐恋,橘子,2012/2/22 12:39,https://xiazai.xqishu.com/rar/黑帮虐恋.rar,https://xiazai.xqishu.com/txt/黑帮虐恋.txt,0,忠心，就是拿把剑插进心里
黑街霸少,姬子,2011/10/26 15:36,https://xiazai.xqishu.com/rar/黑街霸少.rar,https://xiazai.xqishu.com/txt/黑街霸少.txt,0,jar电子书格式
黑色失忆,妖液透明,2011/10/26 15:36,https://xiazai.xqishu.com/rar/黑色失忆.rar,https://xiazai.xqishu.com/txt/黑色失忆.txt,0,十二月的某一天，莫阿卡穿上那条华丽的裙子，换上毛茸茸的Ferregamo软皮高跟鞋，轻轻撩起裙摆，去墓地看望SecretGarden。SecretGarden曾说过，他喜欢看她这样穿。像个公主。她靠在墓碑上，安静的闭上眼。努力微笑，悲伤，却欲盖弥漳。她说，SecretGarden，我要忘记你了，那样才会幸福。但是SecretGarden，请你一定要记得，我曾如此深爱过你。牧非走过来，拉住她的手。转身，离开，一切将会被隐藏起来。一切，将和SecretGarden无关。?
嗨!女孩子,岑凯伦,2011/10/21 9:25,https://xiazai.xqishu.com/rar/嗨!女孩子.rar,https://xiazai.xqishu.com/txt/嗨!女孩子.txt,0,暂无
嗨！偷心俏佳人,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/嗨！偷心俏佳人.rar,https://xiazai.xqishu.com/txt/嗨！偷心俏佳人.txt,0,暂无
恨相逢之战国之恋,Vivibear,2011/10/25 12:45,https://xiazai.xqishu.com/rar/恨相逢之战国之恋.rar,https://xiazai.xqishu.com/txt/恨相逢之战国之恋.txt,0,(不是历史小说，难免有很多错漏，大家就随便看看吧。)
哼坏小子们,Miss古,2011/10/16 8:06,https://xiazai.xqishu.com/rar/哼坏小子们.rar,https://xiazai.xqishu.com/txt/哼坏小子们.txt,0,身边突然多了两个正太哥哥一个萝莉妹妹，还有一位八卦的老娘，搞得我哭笑不得。
红尘尽处之契丹,碰尾鱼,2011/10/18 3:30,https://xiazai.xqishu.com/rar/红尘尽处之契丹.rar,https://xiazai.xqishu.com/txt/红尘尽处之契丹.txt,0,一缕愁绪孤难眠，谁为解冤仇，奈若何，奈若何
红豆熬的汤,原毁,2011/10/25 12:45,https://xiazai.xqishu.com/rar/红豆熬的汤.rar,https://xiazai.xqishu.com/txt/红豆熬的汤.txt,0,爱情是什么？爱情就是我们愿意把最美丽的红豆煮成最平凡无奇的汤。红豆熬的汤，因人而异，味道各有不同，有人甘之如饴，有人痛不欲生。两个人你一口我一口，亦苦亦甜必须喝，因为那是你的选择，也是你的诅咒。有人受不了那份苦，逃了。然而无论哪一碗，最底层的味道都像是最清冽的山泉，很淡很淡，回味起来又横生一种奇妙的甘甜。有人给这种味道起了一个很美的名字——执子之手，与子偕老。
红嫁衣,宛如,2012/2/22 23:03,https://xiazai.xqishu.com/rar/红嫁衣.rar,https://xiazai.xqishu.com/txt/红嫁衣.txt,0,民国时期，年轻女孩嫣然，因为家庭贫困，被迫离开自己的心上人嫁给已年过半百的苏老爷做七姨太。嫣然为保忠贞，用剪刀把脸弄花，于是被苏老爷关入暗房，最终绝食而死。这是晚报编辑乐小菲的奶奶讲叙的故事。乐小菲从中里得到灵感，创作起了名为《鬼脸新娘》的长篇爱情小说。小说在报上连载后，受到众多读者的热捧。只是，乐小菲从此也陷在自己创作的小说里，不可自拔。
红伶歌,醉卧香磐,2012/2/22 12:39,https://xiazai.xqishu.com/rar/红伶歌.rar,https://xiazai.xqishu.com/txt/红伶歌.txt,0,他原就是候爵之身，身在南宫，为王出谋划策．我与他本就是敌对之身．一道圣旨让我嫁于他，教我奈何？
红罗帐里不胜情,浅清未然,2012/2/22 12:39,https://xiazai.xqishu.com/rar/红罗帐里不胜情.rar,https://xiazai.xqishu.com/txt/红罗帐里不胜情.txt,0,如谪仙般的女子出现在她眼前，泫然欲泣的说道：“姐姐希望你可以为了国家，而顾全大局。”
红苹果之恋,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/红苹果之恋.rar,https://xiazai.xqishu.com/txt/红苹果之恋.txt,0,暂无
红线,九把刀,2011/10/22 11:56,https://xiazai.xqishu.com/rar/红线.rar,https://xiazai.xqishu.com/txt/红线.txt,0,暂无
红袖招,席绢,2011/10/23 20:29,https://xiazai.xqishu.com/rar/红袖招.rar,https://xiazai.xqishu.com/txt/红袖招.txt,0,江湖上人人_道的_出神_「_王避」_若_?_回不得不乖乖就逮_!?
红颜乱,朵朵舞,2011/10/25 12:45,https://xiazai.xqishu.com/rar/红颜乱.rar,https://xiazai.xqishu.com/txt/红颜乱.txt,0,美人娇娆，权欲熏心，何者才是英雄冢？乱世战起，他们于这纷争中求存，争的是权倾天下，夺的是倾国红颜
红颜入世之月色倾九州,越女,2012/2/22 23:03,https://xiazai.xqishu.com/rar/红颜入世之月色倾九州.rar,https://xiazai.xqishu.com/txt/红颜入世之月色倾九州.txt,0,越女的快意江湖小说新书----<红颜入世之月色倾九州>
后妃乱,浓郁,2011/10/26 15:36,https://xiazai.xqishu.com/rar/后妃乱.rar,https://xiazai.xqishu.com/txt/后妃乱.txt,0,"处处透着怪异的皇宫,个个都有后台的嫔妃!"
后妃乱续,浓郁,2011/10/24 0:57,https://xiazai.xqishu.com/rar/后妃乱续.rar,https://xiazai.xqishu.com/txt/后妃乱续.txt,0,处处透着怪异的皇宫，个个都有后台的嫔妃！！
后妃怨——魅惑帝王爱,芥蓝,2011/10/24 0:57,https://xiazai.xqishu.com/rar/后妃怨——魅惑帝王爱.rar,https://xiazai.xqishu.com/txt/后妃怨——魅惑帝王爱.txt,0,这是一部更为大气的女人与宋国帝王，与大蒙皇子之间爱与不爱，爱与被爱的战争！！
后宫,西岭雪,2011/10/27 1:22,https://xiazai.xqishu.com/rar/后宫.rar,https://xiazai.xqishu.com/txt/后宫.txt,0,jar电子书格式
后宫甄_传,流潋紫,2011/10/25 12:45,https://xiazai.xqishu.com/rar/后宫甄_传.rar,https://xiazai.xqishu.com/txt/后宫甄_传.txt,0,一部文笔非常流畅的小说，金枝欲孽型的小说，非常的精彩，作家非常的用心?
后宫－甄_传4,甄_传,2011/10/24 0:57,https://xiazai.xqishu.com/rar/后宫－甄_传4.rar,https://xiazai.xqishu.com/txt/后宫－甄_传4.txt,0,腾讯网[作家杯]夺冠作品，各大文学网站最热门之作。千百万读者翘首以待的《后宫Ⅳ》，情节更加跌宕，红粉争斗升级，千回百转又寂寞透骨。似终结而意犹未尽，或许这是暂时的落幕吧。
后宫－甄_传5,流潋紫,2011/10/24 0:57,https://xiazai.xqishu.com/rar/后宫－甄_传5.rar,https://xiazai.xqishu.com/txt/后宫－甄_传5.txt,0,腾讯网[作家杯]夺冠作品，各大文学网站最热门之作。
后宫之乾嘉宫赋,霜宸,2012/2/22 23:03,https://xiazai.xqishu.com/rar/后宫之乾嘉宫赋.rar,https://xiazai.xqishu.com/txt/后宫之乾嘉宫赋.txt,0,更新有保障，文头和旁边显示的更新日期和字数是公众章节的，不包括包月上架部分。
狐狸笔记,辍音,2012/2/22 12:39,https://xiazai.xqishu.com/rar/狐狸笔记.rar,https://xiazai.xqishu.com/txt/狐狸笔记.txt,0,围绕有一半狐狸血统的女孩项夜发生的各种离奇古怪的事件，由许多短篇故事构成。
湖畔神箭,伊恩·弗莱明,2011/10/22 11:56,https://xiazai.xqishu.com/rar/湖畔神箭.rar,https://xiazai.xqishu.com/txt/湖畔神箭.txt,0,暂无
蝴蝶笨婢,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/蝴蝶笨婢.rar,https://xiazai.xqishu.com/txt/蝴蝶笨婢.txt,0,暂无
蝴蝶飞飞,胭脂,2011/10/22 1:16,https://xiazai.xqishu.com/rar/蝴蝶飞飞.rar,https://xiazai.xqishu.com/txt/蝴蝶飞飞.txt,0,暂无
蝴蝶肋骨,叶迷,2012/2/22 23:03,https://xiazai.xqishu.com/rar/蝴蝶肋骨.rar,https://xiazai.xqishu.com/txt/蝴蝶肋骨.txt,0,我从林中走过
蝴蝶梦,岑凯伦,2012/2/22 23:03,https://xiazai.xqishu.com/rar/蝴蝶梦.rar,https://xiazai.xqishu.com/txt/蝴蝶梦.txt,0,松柏、玫瑰、蝴蝶是三兄妹，松柏很疼小妹蝴蝶，
虎口拔牙,伊恩·弗莱明,2011/10/22 19:28,https://xiazai.xqishu.com/rar/虎口拔牙.rar,https://xiazai.xqishu.com/txt/虎口拔牙.txt,0,暂无
花呆,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/花呆.rar,https://xiazai.xqishu.com/txt/花呆.txt,0,暂无
花季雨季,郁秀,2012/2/22 12:39,https://xiazai.xqishu.com/rar/花季雨季.rar,https://xiazai.xqishu.com/txt/花季雨季.txt,0,在深圳十年，以一个女中学生的独有眼光，观察特区的社会变化对教育及青少年的深刻影响，对特区少男少女的丰富生活有独特的体验，产生强烈的创作冲动。高一起即在老师的鼓励下开始创作，高三时草成，大二赴美前改出。作品几乎是同步描写同龄人的生活，具有浓郁的校园色彩、特区观念与超前意识，为中学生写中学生的小说揭开了新的一页。
花龙戏凤,席绢,2011/10/25 12:45,https://xiazai.xqishu.com/rar/花龙戏凤.rar,https://xiazai.xqishu.com/txt/花龙戏凤.txt,0,"是的，原本""凤""是雄性代称，但因为后来人们不断以""龙凤""去组合为另一新辞汇，用于男婚女配的祝辞上，久而久之""凤""字已被假借为女性代名词。"
花落燕云梦,紫百合,2011/10/24 19:42,https://xiazai.xqishu.com/rar/花落燕云梦.rar,https://xiazai.xqishu.com/txt/花落燕云梦.txt,0,研究明史的现代才女林希的未婚夫因飞机失事去世，而后她自己也遭遇同样意外。结果她的魂魄穿越时空来到明朝，变成唐门圣女唐蕊。在这里，她遇到了貌似未婚夫的三皇子朱枫和神似未婚夫的四皇子朱棣。朱枫的温文、朱棣的强取，都渐入她的心里，茫然中她卷入了朱家众皇子皇孙的皇位争夺战中。一时之间朝堂之上风起云涌，江湖之中刀光剑影，后宫之中尔虞我诈。面对权力和爱情，面对阴谋与手腕，她将选择何去何从？最终权归何人，情又归何处？
花猫公主,巫灵,2011/10/24 6:15,https://xiazai.xqishu.com/rar/花猫公主.rar,https://xiazai.xqishu.com/txt/花猫公主.txt,0,线索一，常有不同的女人哭着从隔壁跑出来。
花神的女儿,波波,2011/10/26 15:36,https://xiazai.xqishu.com/rar/花神的女儿.rar,https://xiazai.xqishu.com/txt/花神的女儿.txt,0,jar电子书格式
花袜子,王小枪,2012/2/22 23:03,https://xiazai.xqishu.com/rar/花袜子.rar,https://xiazai.xqishu.com/txt/花袜子.txt,0,故事走到了结局，“韩东”和“李小京”的爱情，还是在清脆的阳光里，烟消云散。
花之舞,岑凯伦,2012/2/22 23:03,https://xiazai.xqishu.com/rar/花之舞.rar,https://xiazai.xqishu.com/txt/花之舞.txt,0,她对他一见倾心，
欢聚一唐,花依点,2012/2/22 23:03,https://xiazai.xqishu.com/rar/欢聚一唐.rar,https://xiazai.xqishu.com/txt/欢聚一唐.txt,0,上官琳，上海人，大一刚结束，主修金融。上网无意中打开了一个名叫“梦幻大唐”的网站，莫名其妙地到了唐朝
幻凤曲,玄紫珀,2011/10/26 15:36,https://xiazai.xqishu.com/rar/幻凤曲.rar,https://xiazai.xqishu.com/txt/幻凤曲.txt,0,若是福？为何还要卷入这场纷争中，为他担惊受怕，心力交瘁？
幻境游侠★梦,佚名,2011/10/26 15:36,https://xiazai.xqishu.com/rar/幻境游侠★梦.rar,https://xiazai.xqishu.com/txt/幻境游侠★梦.txt,0,jar电子书格式
幻羽喷泉,岑凯伦,2011/10/21 5:05,https://xiazai.xqishu.com/rar/幻羽喷泉.rar,https://xiazai.xqishu.com/txt/幻羽喷泉.txt,0,美丽、聪颖、善良的余姗姗，考进了人人企望的医科大学，即将同一位英俊、温柔、家财殷富的未婚夫举行婚礼，并双双赴美留学。
换一种方式去爱－清穿,官官不是官,2011/10/21 5:03,https://xiazai.xqishu.com/rar/换一种方式去爱－清穿.rar,https://xiazai.xqishu.com/txt/换一种方式去爱－清穿.txt,0,出身帝王家，接受大清精英教育的阿哥，不得父喜，难得母爱，被兄弟算计
荒村公寓,蔡骏,2011/10/27 1:22,https://xiazai.xqishu.com/rar/荒村公寓.rar,https://xiazai.xqishu.com/txt/荒村公寓.txt,0,jar电子书格式
皇，请滚一边：娇俏皇后超帅气,东迷笛,2011/10/18 3:31,https://xiazai.xqishu.com/rar/皇，请滚一边：娇俏皇后超帅气.rar,https://xiazai.xqishu.com/txt/皇，请滚一边：娇俏皇后超帅气.txt,0,太抓狂鸟！！！
皇朝秘史之我的传说,流浪的鱼,2011/10/27 1:22,https://xiazai.xqishu.com/rar/皇朝秘史之我的传说.rar,https://xiazai.xqishu.com/txt/皇朝秘史之我的传说.txt,0,jar电子书格式
"皇后,跟朕回宫",墨歌何处,2011/10/18 3:30,"https://xiazai.xqishu.com/rar/皇后,跟朕回宫.rar","https://xiazai.xqishu.com/txt/皇后,跟朕回宫.txt",0,别人穿越锦衣玉食，王妃格格，自己却穿进了妓院，忍了
皇后不是我,哆啦小A梦,2012/2/22 12:39,https://xiazai.xqishu.com/rar/皇后不是我.rar,https://xiazai.xqishu.com/txt/皇后不是我.txt,0,又是那个奇怪的梦，古色古香的房间内，那个穿着龙袍的男人不断的向跪在地上的女人嘶吼着，这次石_紫像是有意识般的往那对男女靠近，可是还是看不清两个人的面容，自己的眼前，就像是被泪水模糊了视线，就在那女人被一队官兵拖出去的时侯，石_紫看到了地上的一摊血迹，一下子被惊醒了，她慌张的从床上坐起来，想喘一口气，不知道为什么，这次的梦，比前几天做得更加真实‘穿龙袍的，应该不是皇帝就是和皇族有关的人吧，可是那_不_哭泣的女子是_呢？为什么自己老是做这样的梦？’石_紫心_想到。
皇后落跑,岳盈,2011/10/24 6:15,https://xiazai.xqishu.com/rar/皇后落跑.rar,https://xiazai.xqishu.com/txt/皇后落跑.txt,0,她独特的气质和神态让他惊为天人
皇上，吃了表买单：奴婢有喜了,稻花香香,2011/10/18 3:30,https://xiazai.xqishu.com/rar/皇上，吃了表买单：奴婢有喜了.rar,https://xiazai.xqishu.com/txt/皇上，吃了表买单：奴婢有喜了.txt,0,这对她来说，简直就是泯灭人性的折磨。
皇上说的是,席绢,2011/10/23 20:29,https://xiazai.xqishu.com/rar/皇上说的是.rar,https://xiazai.xqishu.com/txt/皇上说的是.txt,0,怪，她实在是个奇怪的女子！
恍然如梦,月下萧声,2015/4/17 6:51,https://xiazai.xqishu.com/rar/恍然如梦.rar,https://xiazai.xqishu.com/txt/恍然如梦.txt,0,暂无
回到1987,玉玲珑,2011/10/24 19:42,https://xiazai.xqishu.com/rar/回到1987.rar,https://xiazai.xqishu.com/txt/回到1987.txt,0,1987年，她出生在一个平凡的家庭，而后是一段平凡的如水人生但是，现在这一切都要改变！?
回到大汉—我是女御医,凌嘉,2011/10/21 5:04,https://xiazai.xqishu.com/rar/回到大汉—我是女御医.rar,https://xiazai.xqishu.com/txt/回到大汉—我是女御医.txt,0,执掌风云的刘彻，内敛深沉的卫青，驰骋草原的伊稚邪，人小鬼大的霍去病，还有财大气不粗的桑弘羊
回到古代色个够,透明手指,2011/10/21 9:26,https://xiazai.xqishu.com/rar/回到古代色个够.rar,https://xiazai.xqishu.com/txt/回到古代色个够.txt,0,暂无
昏嫁,不经语,2011/10/18 3:30,https://xiazai.xqishu.com/rar/昏嫁.rar,https://xiazai.xqishu.com/txt/昏嫁.txt,0,陆程禹觉得自己忙得像头驴子。
昏君养成计划,夏岚,2011/10/24 0:57,https://xiazai.xqishu.com/rar/昏君养成计划.rar,https://xiazai.xqishu.com/txt/昏君养成计划.txt,0,否则皇帝便是天下最苦最累的差事！
婚礼,岑凯伦,2011/10/21 5:05,https://xiazai.xqishu.com/rar/婚礼.rar,https://xiazai.xqishu.com/txt/婚礼.txt,0,琪莉，聪明美丽，柔情似水，从国外留学归来，继承了父亲留下的巨大产业，一时成为香港男士名流追求的豪门丽人。
混乱神雕,共剪西窗烛,2011/10/24 13:46,https://xiazai.xqishu.com/rar/混乱神雕.rar,https://xiazai.xqishu.com/txt/混乱神雕.txt,0,不幸穿越到同名同姓的李莫愁徒弟身上。（女穿女）
混世小妖精,短发,2011/10/24 0:57,https://xiazai.xqishu.com/rar/混世小妖精.rar,https://xiazai.xqishu.com/txt/混世小妖精.txt,0,而她，因挺身救友，被他误认成仇敌，一心想杀之而后快，在一次次的误解中，却对她动了真情，他却是早有婚约在身随着在他们四周的阴谋一幕幕拉开，他们该何去何从？
混血女穿越记,小粽子,2011/10/24 0:57,https://xiazai.xqishu.com/rar/混血女穿越记.rar,https://xiazai.xqishu.com/txt/混血女穿越记.txt,0,我，一个普通的高1女生，因为贪好玩儿，就往墙角那么一‘站’，醒来以后发现自己真的穿越时空了，而且身份不凡。
魂泊穿越之桃花坞,紫茏,2011/10/24 19:42,https://xiazai.xqishu.com/rar/魂泊穿越之桃花坞.rar,https://xiazai.xqishu.com/txt/魂泊穿越之桃花坞.txt,0,苏亦星是个不幸的人，但却又是一个非常幸运的人。他遭到了紫光雷电之击变成了植物人，而他的魂魄却穿梭时空来到了大明正德年代的苏州桃花坞，被茅山老道作法错易魂魄到了另外一个肉身封少爷身上。由是，他这个小老鼠钻进了白米屯中，摇身变成了一个超级浪子，他与超级玩童正德皇帝结成了结义兄弟抓淫贼，索美女，拒外敌，玩弄王爷宸濠于股掌之间产生了一个又一个精彩的故事
火焰解语花,席绢,2011/10/23 20:29,https://xiazai.xqishu.com/rar/火焰解语花.rar,https://xiazai.xqishu.com/txt/火焰解语花.txt,0,中邪了！?明明是陌生人，而且_是她向___的「臭男人」，?
机器学习,rosemary,2011/10/24 6:15,https://xiazai.xqishu.com/rar/机器学习.rar,https://xiazai.xqishu.com/txt/机器学习.txt,0,这是一个未来的“人”返回异世界的故事。想起这样的故事是因为看人工智能带来的感动。我想让这个故事具有最大的随意性和实验性，所以不知何时才会完成，也不知会不会具有可看性。。。也许写到最后，成了四不象（非言情，非武侠，非玄幻、非科幻）？。。。。
激爱贞女,俞妍,2011/10/25 12:45,https://xiazai.xqishu.com/rar/激爱贞女.rar,https://xiazai.xqishu.com/txt/激爱贞女.txt,0,花大钱买来的女人比较够味？不然他怎么像中蛊般对她“爱”不释手，甚至等不及两天后的迎娶大礼，强先尝了她的味，但她还真认命得很，别说对他上新房呛声的表妹情人无动于衷，就连他歹恶姨娘诬控她婚前偷过汉子，也硬不出声哀求他的自白援助，算她狠，他这自戴的绿帽也该戴得甘心
及时行乐,于晴,2011/10/23 16:57,https://xiazai.xqishu.com/rar/及时行乐.rar,https://xiazai.xqishu.com/txt/及时行乐.txt,0,「浩然正气！」
吉祥娘,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/吉祥娘.rar,https://xiazai.xqishu.com/txt/吉祥娘.txt,0,暂无
极度刺激,无名浪,2012/2/22 12:39,https://xiazai.xqishu.com/rar/极度刺激.rar,https://xiazai.xqishu.com/txt/极度刺激.txt,0,本书是融合多种通俗小说元素的惊悚作品，但惊悚不等于恐怖，不会吓到你啦，只是想靠天马行空的想像力让你享受阅读的快感。
极恶梅关系,席绢,2015/1/16 1:55,https://xiazai.xqishu.com/rar/极恶梅关系.rar,https://xiazai.xqishu.com/txt/极恶梅关系.txt,0,暂无
极恶女当家,绵绵可爱多,2012/2/22 12:39,https://xiazai.xqishu.com/rar/极恶女当家.rar,https://xiazai.xqishu.com/txt/极恶女当家.txt,0,古代的女人实在太没地位太没安全感，还是先把金子银子房子地契值钱的全控在手里才是王道。等老娘银子多了腰板硬了底气足了，看谁敢跟老娘对着干！
极品美娇娘,华甄,2011/10/26 15:36,https://xiazai.xqishu.com/rar/极品美娇娘.rar,https://xiazai.xqishu.com/txt/极品美娇娘.txt,0,jar电子书格式
极品媚红颜,华甄,2011/10/27 1:22,https://xiazai.xqishu.com/rar/极品媚红颜.rar,https://xiazai.xqishu.com/txt/极品媚红颜.txt,0,jar电子书格式
极品俏佳人,华甄,2011/10/25 12:45,https://xiazai.xqishu.com/rar/极品俏佳人.rar,https://xiazai.xqishu.com/txt/极品俏佳人.txt,0,把江汉平原最有名望的财主“挪”来当自己的表哥──
极品太子妃,圆不破,2011/10/22 1:17,https://xiazai.xqishu.com/rar/极品太子妃.rar,https://xiazai.xqishu.com/txt/极品太子妃.txt,0,暂无
几度夕阳红,琼瑶,2011/10/22 11:57,https://xiazai.xqishu.com/rar/几度夕阳红.rar,https://xiazai.xqishu.com/txt/几度夕阳红.txt,0,暂无
记得当时年纪小,席绢,2011/10/23 20:29,https://xiazai.xqishu.com/rar/记得当时年纪小.rar,https://xiazai.xqishu.com/txt/记得当时年纪小.txt,0,哇！爸爸妈妈在分小孩耶！
寂寞空庭春欲晚,匪我思存,2011/10/25 12:45,https://xiazai.xqishu.com/rar/寂寞空庭春欲晚.rar,https://xiazai.xqishu.com/txt/寂寞空庭春欲晚.txt,0,一曲箫合奏，引出一段盛世情错。康熙十八年春，皇帝前往保定行围。是晚随驾的御前侍卫纳兰容若，听皇帝吹奏一曲铁簧《月出》，大营远处有人以箫相和。纳兰听出吹箫之人是自己籍没入宫的表妹琳琅，情不自禁神色中略有流露。皇帝遂命裕亲王福全去寻找这名吹箫的宫女，意欲赏赐给纳兰。
寂寞妖红,暗,2011/10/24 0:57,https://xiazai.xqishu.com/rar/寂寞妖红.rar,https://xiazai.xqishu.com/txt/寂寞妖红.txt,0,平欲求她为妻，这场地位悬殊的恋情触怒到宫廷，唐流又被贬入马庄，恰逢马庄众人举事弑君失手，唐流受尽挫折，甚至遭遇毁容之灾。阴差阳错，她又回到齐王府中，结识待女玲珑，两人居然生出同命相连感情，玲珑甚至助她绑架少相胁制齐王救马庄旧友，经过一场生死较量，勾心斗角的算计、奋战、失败，牢狱中，她得知了自己身世来历。
家电人生,白饭如霜,2013/11/23 7:40,https://xiazai.xqishu.com/rar/家电人生.rar,https://xiazai.xqishu.com/txt/家电人生.txt,0,白饭的作品就不多做介绍了，同样是剑走偏锋专司搞笑。这次故事讲述的是一堆家用电器，它们因为女主人的出走而气愤，并罢工了一段时间，搞得男主角十分狼狈。后来男人出去寻妻，也带着好几个电器防身，但是它们居然成了这家伙泡妞的帮凶，真是有负女主人的厚望。?
家佛请进门,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/家佛请进门.rar,https://xiazai.xqishu.com/txt/家佛请进门.txt,0,暂无
假如我给你我的心,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/假如我给你我的心.rar,https://xiazai.xqishu.com/txt/假如我给你我的心.txt,0,暂无
假仙金钗,丹菁,2015/4/17 6:50,https://xiazai.xqishu.com/rar/假仙金钗.rar,https://xiazai.xqishu.com/txt/假仙金钗.txt,0,暂无
嫁祸,席绢,2011/10/23 20:29,https://xiazai.xqishu.com/rar/嫁祸.rar,https://xiazai.xqishu.com/txt/嫁祸.txt,0,她反骨又__?任性而妄_?她_死人不_命?
奸妃,落落逃花,2011/10/24 19:42,https://xiazai.xqishu.com/rar/奸妃.rar,https://xiazai.xqishu.com/txt/奸妃.txt,0,立下宏志要当一个的秦优，经过大量电视、小说及历史资料的熏陶，最终确定要当一个坏女人可没等到她展开计划，老天就和她开了一个不轻不重的玩笑：阳寿未尽却意外死亡！本来嘛，只要让她还魂就好，没想到身为上界谪仙的纪韵竟然走起后门，与她大玩了一场移形换影的游戏，害她来到一个既不知道历史也不知道未来的古朝代里，最最恐怖的还是这个女人还是身集万千宠爱在一身被三千粉黛强烈嫉妒的淑妃娘娘。
